,id,result_excel,season,team1,team2,team1_wins,team1_losses,team1_PF_in_wins,team1_PA_in_wins,team1_PF_in_losses,team1_PA_in_losses,team2_wins,team2_losses,team2_PF_in_wins,team2_PA_in_wins,team2_PF_in_losses,team2_PA_in_losses,team1_GP,team1_PF,team1_PA,team1_pt_diff,team2_GP,team2_PF,team2_PA,team2_pt_diff,team1_region,team2_region,team1_seed,team2_seed,result,daynum
110,B_546_821,0,B,546,821,21.0,8.0,1561.0,1325.0,519.0,575.0,25.0,3.0,1889.0,1490.0,191.0,226.0,29.0,2080.0,1900.0,6.206896551724138,28.0,2080.0,1716.0,13.0,Z,Z,7,2,0,139
111,B_640_779,1,B,640,779,29.0,4.0,2457.0,1729.0,285.0,308.0,24.0,6.0,1747.0,1509.0,380.0,444.0,33.0,2742.0,2037.0,21.363636363636363,30.0,2127.0,1953.0,5.8,Z,Z,1,4,1,143
112,B_551_673,0,B,551,673,21.0,9.0,1482.0,1206.0,550.0,617.0,26.0,3.0,2022.0,1587.0,222.0,232.0,30.0,2032.0,1823.0,6.966666666666667,29.0,2244.0,1819.0,14.655172413793103,Y,Y,4,1,0,143
113,B_629_810,0,B,629,810,20.0,8.0,1410.0,1119.0,474.0,556.0,21.0,7.0,1700.0,1456.0,507.0,593.0,28.0,1884.0,1675.0,7.464285714285714,28.0,2207.0,2049.0,5.642857142857143,Y,Y,6,2,0,143
114,B_783_821,0,B,783,821,18.0,7.0,1498.0,1157.0,504.0,560.0,25.0,3.0,1889.0,1490.0,191.0,226.0,25.0,2002.0,1717.0,11.4,28.0,2080.0,1716.0,13.0,Z,Z,6,2,0,143
115,B_511_636,1,B,511,636,19.0,9.0,1714.0,1342.0,669.0,712.0,31.0,1.0,2639.0,2009.0,94.0,96.0,28.0,2383.0,2054.0,11.75,32.0,2733.0,2105.0,19.625,X,X,4,1,1,144
116,B_651_793,1,B,651,793,23.0,8.0,1871.0,1628.0,479.0,574.0,16.0,11.0,1310.0,1106.0,764.0,881.0,31.0,2350.0,2202.0,4.774193548387097,27.0,2074.0,1987.0,3.2222222222222223,W,W,6,10,1,144
117,B_539_708,0,B,539,708,21.0,8.0,1653.0,1359.0,562.0,629.0,24.0,6.0,1925.0,1519.0,411.0,488.0,29.0,2215.0,1988.0,7.827586206896552,30.0,2336.0,2007.0,10.966666666666667,W,W,5,1,0,144
118,B_547_737,0,B,547,737,18.0,10.0,1386.0,1078.0,683.0,758.0,20.0,11.0,1540.0,1271.0,775.0,874.0,28.0,2069.0,1836.0,8.321428571428571,31.0,2315.0,2145.0,5.483870967741935,X,X,14,10,0,144
119,B_640_821,1,B,640,821,29.0,4.0,2457.0,1729.0,285.0,308.0,25.0,3.0,1889.0,1490.0,191.0,226.0,33.0,2742.0,2037.0,21.363636363636363,28.0,2080.0,1716.0,13.0,Z,Z,1,2,1,145
120,B_673_810,1,B,673,810,26.0,3.0,2022.0,1587.0,222.0,232.0,21.0,7.0,1700.0,1456.0,507.0,593.0,29.0,2244.0,1819.0,14.655172413793103,28.0,2207.0,2049.0,5.642857142857143,Y,Y,1,2,1,145
121,B_511_737,1,B,511,737,19.0,9.0,1714.0,1342.0,669.0,712.0,20.0,11.0,1540.0,1271.0,775.0,874.0,28.0,2383.0,2054.0,11.75,31.0,2315.0,2145.0,5.483870967741935,X,X,4,10,1,146
122,B_651_708,0,B,651,708,23.0,8.0,1871.0,1628.0,479.0,574.0,24.0,6.0,1925.0,1519.0,411.0,488.0,31.0,2350.0,2202.0,4.774193548387097,30.0,2336.0,2007.0,10.966666666666667,W,W,6,1,0,146
123,B_511_708,1,B,511,708,19.0,9.0,1714.0,1342.0,669.0,712.0,24.0,6.0,1925.0,1519.0,411.0,488.0,28.0,2383.0,2054.0,11.75,30.0,2336.0,2007.0,10.966666666666667,X,W,4,1,1,152
124,B_640_673,1,B,640,673,29.0,4.0,2457.0,1729.0,285.0,308.0,26.0,3.0,2022.0,1587.0,222.0,232.0,33.0,2742.0,2037.0,21.363636363636363,29.0,2244.0,1819.0,14.655172413793103,Z,Y,1,1,1,152
125,B_511_640,1,B,511,640,19.0,9.0,1714.0,1342.0,669.0,712.0,29.0,4.0,2457.0,1729.0,285.0,308.0,28.0,2383.0,2054.0,11.75,33.0,2742.0,2037.0,21.363636363636363,X,Z,4,1,1,154
126,C_511_705,1,C,511,705,27.0,4.0,2515.0,1986.0,343.0,360.0,18.0,9.0,1483.0,1326.0,599.0,700.0,31.0,2858.0,2346.0,16.516129032258064,27.0,2082.0,2026.0,2.074074074074074,X,X,1,16,1,136
127,C_515_698,1,C,515,698,23.0,7.0,2011.0,1606.0,503.0,579.0,20.0,11.0,1468.0,1192.0,757.0,932.0,30.0,2514.0,2185.0,10.966666666666667,31.0,2225.0,2124.0,3.2580645161290325,X,X,6,11,1,136
128,C_546_622,1,C,546,622,19.0,10.0,1436.0,1193.0,687.0,765.0,22.0,5.0,1684.0,1403.0,344.0,372.0,29.0,2123.0,1958.0,5.689655172413793,27.0,2028.0,1775.0,9.37037037037037,W,W,8,9,1,136
129,C_549_713,1,C,549,713,26.0,5.0,2034.0,1571.0,337.0,377.0,19.0,7.0,1591.0,1209.0,493.0,550.0,31.0,2371.0,1948.0,13.64516129032258,26.0,2084.0,1759.0,12.5,X,X,2,15,1,136
130,C_559_588,1,C,559,588,29.0,4.0,2275.0,1774.0,251.0,287.0,22.0,6.0,1903.0,1618.0,444.0,481.0,33.0,2526.0,2061.0,14.090909090909092,28.0,2347.0,2099.0,8.857142857142858,W,W,2,15,1,136
131,C_623_768,1,C,623,768,22.0,9.0,1623.0,1351.0,553.0,626.0,21.0,6.0,1430.0,1060.0,339.0,402.0,31.0,2176.0,1977.0,6.419354838709677,27.0,1769.0,1462.0,11.37037037037037,X,X,5,12,1,136
132,C_624_790,1,C,624,790,23.0,5.0,1767.0,1487.0,364.0,425.0,20.0,8.0,1542.0,1304.0,577.0,662.0,28.0,2131.0,1912.0,7.821428571428571,28.0,2119.0,1966.0,5.464285714285714,X,X,9,8,1,136
133,C_625_721,1,C,625,721,19.0,11.0,1525.0,1270.0,770.0,911.0,21.0,10.0,1630.0,1358.0,659.0,731.0,30.0,2295.0,2181.0,3.8,31.0,2289.0,2089.0,6.451612903225806,W,W,7,10,1,136
134,C_662_822,1,C,662,822,19.0,10.0,1600.0,1270.0,692.0,820.0,22.0,7.0,1638.0,1393.0,410.0,486.0,29.0,2292.0,2090.0,6.9655172413793105,29.0,2048.0,1879.0,5.827586206896552,X,X,4,13,1,136
135,C_581_671,0,C,581,671,19.0,9.0,1579.0,1362.0,663.0,751.0,20.0,7.0,1520.0,1188.0,478.0,532.0,28.0,2242.0,2113.0,4.607142857142857,27.0,1998.0,1720.0,10.296296296296296,W,W,13,4,0,136
136,C_692_708,0,C,692,708,17.0,10.0,1349.0,1060.0,575.0,692.0,30.0,3.0,2495.0,1920.0,230.0,252.0,27.0,1924.0,1752.0,6.37037037037037,33.0,2725.0,2172.0,16.757575757575758,W,W,16,1,0,136
137,C_736_817,1,C,736,817,25.0,1.0,1702.0,1275.0,42.0,50.0,19.0,12.0,1419.0,1182.0,739.0,897.0,26.0,1744.0,1325.0,16.115384615384617,31.0,2158.0,2079.0,2.5483870967741935,W,W,5,12,1,136
138,C_743_769,1,C,743,769,22.0,7.0,1596.0,1285.0,445.0,493.0,23.0,7.0,1699.0,1479.0,451.0,547.0,29.0,2041.0,1778.0,9.068965517241379,30.0,2150.0,2026.0,4.133333333333334,W,W,14,3,1,136
139,C_755_821,0,C,755,821,19.0,10.0,1476.0,1135.0,653.0,769.0,24.0,3.0,1687.0,1321.0,181.0,193.0,29.0,2129.0,1904.0,7.758620689655173,27.0,1868.0,1514.0,13.11111111111111,X,X,14,3,0,136
140,C_840_853,1,C,840,853,18.0,9.0,1457.0,1268.0,678.0,822.0,22.0,7.0,1920.0,1437.0,518.0,559.0,27.0,2135.0,2090.0,1.6666666666666667,29.0,2438.0,1996.0,15.241379310344827,W,W,11,6,1,136
141,C_789_843,0,C,789,843,21.0,8.0,1395.0,1130.0,523.0,608.0,20.0,8.0,1664.0,1343.0,539.0,600.0,29.0,1918.0,1738.0,6.206896551724138,28.0,2203.0,1943.0,9.285714285714286,X,X,7,10,0,136
142,C_574_778,1,C,574,778,22.0,5.0,1654.0,1347.0,324.0,346.0,21.0,9.0,1589.0,1342.0,587.0,692.0,27.0,1978.0,1693.0,10.555555555555555,30.0,2176.0,2034.0,4.733333333333333,Y,Y,10,7,1,137
143,C_577_740,1,C,577,740,28.0,3.0,2420.0,1688.0,214.0,261.0,18.0,8.0,1469.0,1230.0,490.0,580.0,31.0,2634.0,1949.0,22.096774193548388,26.0,1959.0,1810.0,5.730769230769231,Z,Z,1,16,1,137
144,C_595_788,1,C,595,788,17.0,13.0,1285.0,1041.0,829.0,1007.0,26.0,5.0,2630.0,1945.0,387.0,436.0,30.0,2114.0,2048.0,2.2,31.0,3017.0,2381.0,20.516129032258064,Y,Y,12,5,1,137
145,C_636_734,1,C,636,734,33.0,3.0,2792.0,2210.0,221.0,236.0,10.0,16.0,739.0,660.0,1074.0,1363.0,36.0,3013.0,2446.0,15.75,26.0,1813.0,2023.0,-8.076923076923077,Y,Y,1,16,1,137
146,C_640_747,1,C,640,747,29.0,4.0,2317.0,1851.0,292.0,327.0,22.0,6.0,1705.0,1448.0,384.0,493.0,33.0,2609.0,2178.0,13.06060606060606,28.0,2089.0,1941.0,5.285714285714286,Z,Z,2,15,1,137
147,C_568_670,0,C,568,670,18.0,9.0,1327.0,1097.0,570.0,696.0,23.0,8.0,1821.0,1468.0,554.0,621.0,27.0,1897.0,1793.0,3.8518518518518516,31.0,2375.0,2089.0,9.225806451612904,Z,Z,14,3,0,137
148,C_535_701,0,C,535,701,20.0,10.0,1392.0,1178.0,604.0,707.0,23.0,7.0,1883.0,1476.0,415.0,515.0,30.0,1996.0,1885.0,3.7,30.0,2298.0,1991.0,10.233333333333333,Z,Z,13,4,0,137
149,C_599_722,0,C,599,722,24.0,8.0,1872.0,1565.0,483.0,605.0,21.0,6.0,1716.0,1412.0,425.0,458.0,32.0,2355.0,2170.0,5.78125,27.0,2141.0,1870.0,10.037037037037036,Z,Z,9,8,0,137
150,C_570_738,0,C,570,738,18.0,9.0,1364.0,1192.0,602.0,693.0,26.0,7.0,2292.0,1846.0,488.0,568.0,27.0,1966.0,1885.0,3.0,33.0,2780.0,2414.0,11.090909090909092,Y,Y,15,2,0,137
151,C_687_741,0,C,687,741,26.0,3.0,2267.0,1806.0,196.0,232.0,22.0,8.0,1749.0,1505.0,565.0,632.0,29.0,2463.0,2038.0,14.655172413793103,30.0,2314.0,2137.0,5.9,Y,Y,9,8,0,137
152,C_663_780,0,C,663,780,21.0,10.0,1509.0,1264.0,676.0,765.0,21.0,10.0,1471.0,1238.0,638.0,718.0,31.0,2185.0,2029.0,5.032258064516129,31.0,2109.0,1956.0,4.935483870967742,Z,Z,7,10,0,137
153,C_554_783,0,C,554,783,22.0,5.0,1595.0,1179.0,296.0,325.0,25.0,4.0,2052.0,1648.0,276.0,349.0,27.0,1891.0,1504.0,14.333333333333334,29.0,2328.0,1997.0,11.413793103448276,Y,Y,14,3,0,137
154,C_627_786,0,C,627,786,26.0,5.0,2159.0,1762.0,347.0,402.0,24.0,8.0,1805.0,1560.0,490.0,598.0,31.0,2506.0,2164.0,11.03225806451613,32.0,2295.0,2158.0,4.28125,Z,Z,12,5,0,137
155,C_668_810,0,C,668,810,18.0,9.0,1302.0,1099.0,598.0,672.0,21.0,8.0,1783.0,1572.0,650.0,776.0,27.0,1900.0,1771.0,4.777777777777778,29.0,2433.0,2348.0,2.9310344827586206,Z,Z,11,6,0,137
156,C_674_826,0,C,674,826,22.0,6.0,1833.0,1432.0,432.0,472.0,20.0,8.0,1581.0,1330.0,478.0,552.0,28.0,2265.0,1904.0,12.892857142857142,28.0,2059.0,1882.0,6.321428571428571,Y,Y,4,13,0,137
157,C_551_836,0,C,551,836,18.0,13.0,1344.0,1032.0,893.0,983.0,20.0,7.0,1688.0,1370.0,458.0,518.0,31.0,2237.0,2015.0,7.161290322580645,27.0,2146.0,1888.0,9.555555555555555,Y,Y,6,11,0,137
158,C_511_624,1,C,511,624,27.0,4.0,2515.0,1986.0,343.0,360.0,23.0,5.0,1767.0,1487.0,364.0,425.0,31.0,2858.0,2346.0,16.516129032258064,28.0,2131.0,1912.0,7.821428571428571,X,X,1,9,1,138
159,C_559_625,1,C,559,625,29.0,4.0,2275.0,1774.0,251.0,287.0,19.0,11.0,1525.0,1270.0,770.0,911.0,33.0,2526.0,2061.0,14.090909090909092,30.0,2295.0,2181.0,3.8,W,W,2,7,1,138
160,C_623_662,0,C,623,662,22.0,9.0,1623.0,1351.0,553.0,626.0,19.0,10.0,1600.0,1270.0,692.0,820.0,31.0,2176.0,1977.0,6.419354838709677,29.0,2292.0,2090.0,6.9655172413793105,X,X,5,4,0,138
161,C_671_736,1,C,671,736,20.0,7.0,1520.0,1188.0,478.0,532.0,25.0,1.0,1702.0,1275.0,42.0,50.0,27.0,1998.0,1720.0,10.296296296296296,26.0,1744.0,1325.0,16.115384615384617,W,W,4,5,1,138
162,C_546_708,0,C,546,708,19.0,10.0,1436.0,1193.0,687.0,765.0,30.0,3.0,2495.0,1920.0,230.0,252.0,29.0,2123.0,1958.0,5.689655172413793,33.0,2725.0,2172.0,16.757575757575758,W,W,8,1,0,138
163,C_515_821,0,C,515,821,23.0,7.0,2011.0,1606.0,503.0,579.0,24.0,3.0,1687.0,1321.0,181.0,193.0,30.0,2514.0,2185.0,10.966666666666667,27.0,1868.0,1514.0,13.11111111111111,X,X,6,3,0,138
164,C_743_840,0,C,743,840,22.0,7.0,1596.0,1285.0,445.0,493.0,18.0,9.0,1457.0,1268.0,678.0,822.0,29.0,2041.0,1778.0,9.068965517241379,27.0,2135.0,2090.0,1.6666666666666667,W,W,14,11,0,138
165,C_549_843,0,C,549,843,26.0,5.0,2034.0,1571.0,337.0,377.0,20.0,8.0,1664.0,1343.0,539.0,600.0,31.0,2371.0,1948.0,13.64516129032258,28.0,2203.0,1943.0,9.285714285714286,X,X,2,10,0,138
166,C_577_722,1,C,577,722,28.0,3.0,2420.0,1688.0,214.0,261.0,21.0,6.0,1716.0,1412.0,425.0,458.0,31.0,2634.0,1949.0,22.096774193548388,27.0,2141.0,1870.0,10.037037037037036,Z,Z,1,8,1,139
167,C_640_780,1,C,640,780,29.0,4.0,2317.0,1851.0,292.0,327.0,21.0,10.0,1471.0,1238.0,638.0,718.0,33.0,2609.0,2178.0,13.06060606060606,31.0,2109.0,1956.0,4.935483870967742,Z,Z,2,10,1,139
168,C_574_738,0,C,574,738,22.0,5.0,1654.0,1347.0,324.0,346.0,26.0,7.0,2292.0,1846.0,488.0,568.0,27.0,1978.0,1693.0,10.555555555555555,33.0,2780.0,2414.0,11.090909090909092,Y,Y,10,2,0,139
169,C_636_741,0,C,636,741,33.0,3.0,2792.0,2210.0,221.0,236.0,22.0,8.0,1749.0,1505.0,565.0,632.0,36.0,3013.0,2446.0,15.75,30.0,2314.0,2137.0,5.9,Y,Y,1,8,0,139
170,C_783_836,1,C,783,836,25.0,4.0,2052.0,1648.0,276.0,349.0,20.0,7.0,1688.0,1370.0,458.0,518.0,29.0,2328.0,1997.0,11.413793103448276,27.0,2146.0,1888.0,9.555555555555555,Y,Y,3,11,1,139
171,C_701_786,0,C,701,786,23.0,7.0,1883.0,1476.0,415.0,515.0,24.0,8.0,1805.0,1560.0,490.0,598.0,30.0,2298.0,1991.0,10.233333333333333,32.0,2295.0,2158.0,4.28125,Z,Z,4,5,0,139
172,C_670_810,0,C,670,810,23.0,8.0,1821.0,1468.0,554.0,621.0,21.0,8.0,1783.0,1572.0,650.0,776.0,31.0,2375.0,2089.0,9.225806451612904,29.0,2433.0,2348.0,2.9310344827586206,Z,Z,3,6,0,139
173,C_595_826,0,C,595,826,17.0,13.0,1285.0,1041.0,829.0,1007.0,20.0,8.0,1581.0,1330.0,478.0,552.0,30.0,2114.0,2048.0,2.2,28.0,2059.0,1882.0,6.321428571428571,Y,Y,12,13,0,139
174,C_511_662,1,C,511,662,27.0,4.0,2515.0,1986.0,343.0,360.0,19.0,10.0,1600.0,1270.0,692.0,820.0,31.0,2858.0,2346.0,16.516129032258064,29.0,2292.0,2090.0,6.9655172413793105,X,X,1,4,1,143
175,C_559_840,1,C,559,840,29.0,4.0,2275.0,1774.0,251.0,287.0,18.0,9.0,1457.0,1268.0,678.0,822.0,33.0,2526.0,2061.0,14.090909090909092,27.0,2135.0,2090.0,1.6666666666666667,W,W,2,11,1,143
176,C_671_708,0,C,671,708,20.0,7.0,1520.0,1188.0,478.0,532.0,30.0,3.0,2495.0,1920.0,230.0,252.0,27.0,1998.0,1720.0,10.296296296296296,33.0,2725.0,2172.0,16.757575757575758,W,W,4,1,0,143
177,C_821_843,1,C,821,843,24.0,3.0,1687.0,1321.0,181.0,193.0,20.0,8.0,1664.0,1343.0,539.0,600.0,27.0,1868.0,1514.0,13.11111111111111,28.0,2203.0,1943.0,9.285714285714286,X,X,3,10,1,143
178,C_577_786,1,C,577,786,28.0,3.0,2420.0,1688.0,214.0,261.0,24.0,8.0,1805.0,1560.0,490.0,598.0,31.0,2634.0,1949.0,22.096774193548388,32.0,2295.0,2158.0,4.28125,Z,Z,1,5,1,144
179,C_640_810,1,C,640,810,29.0,4.0,2317.0,1851.0,292.0,327.0,21.0,8.0,1783.0,1572.0,650.0,776.0,33.0,2609.0,2178.0,13.06060606060606,29.0,2433.0,2348.0,2.9310344827586206,Z,Z,2,6,1,144
180,C_741_826,1,C,741,826,22.0,8.0,1749.0,1505.0,565.0,632.0,20.0,8.0,1581.0,1330.0,478.0,552.0,30.0,2314.0,2137.0,5.9,28.0,2059.0,1882.0,6.321428571428571,Y,Y,8,13,1,144
181,C_738_783,0,C,738,783,26.0,7.0,2292.0,1846.0,488.0,568.0,25.0,4.0,2052.0,1648.0,276.0,349.0,33.0,2780.0,2414.0,11.090909090909092,29.0,2328.0,1997.0,11.413793103448276,Y,Y,2,3,0,144
182,C_559_708,0,C,559,708,29.0,4.0,2275.0,1774.0,251.0,287.0,30.0,3.0,2495.0,1920.0,230.0,252.0,33.0,2526.0,2061.0,14.090909090909092,33.0,2725.0,2172.0,16.757575757575758,W,W,2,1,0,145
183,C_511_821,0,C,511,821,27.0,4.0,2515.0,1986.0,343.0,360.0,24.0,3.0,1687.0,1321.0,181.0,193.0,31.0,2858.0,2346.0,16.516129032258064,27.0,1868.0,1514.0,13.11111111111111,X,X,1,3,0,145
184,C_577_640,0,C,577,640,28.0,3.0,2420.0,1688.0,214.0,261.0,29.0,4.0,2317.0,1851.0,292.0,327.0,31.0,2634.0,1949.0,22.096774193548388,33.0,2609.0,2178.0,13.06060606060606,Z,Z,1,2,0,146
185,C_741_783,0,C,741,783,22.0,8.0,1749.0,1505.0,565.0,632.0,25.0,4.0,2052.0,1648.0,276.0,349.0,30.0,2314.0,2137.0,5.9,29.0,2328.0,1997.0,11.413793103448276,Y,Y,8,3,0,146
186,C_640_783,1,C,640,783,29.0,4.0,2317.0,1851.0,292.0,327.0,25.0,4.0,2052.0,1648.0,276.0,349.0,33.0,2609.0,2178.0,13.06060606060606,29.0,2328.0,1997.0,11.413793103448276,Z,Y,2,3,1,152
187,C_708_821,0,C,708,821,30.0,3.0,2495.0,1920.0,230.0,252.0,24.0,3.0,1687.0,1321.0,181.0,193.0,33.0,2725.0,2172.0,16.757575757575758,27.0,1868.0,1514.0,13.11111111111111,W,X,1,3,0,152
188,C_640_821,1,C,640,821,29.0,4.0,2317.0,1851.0,292.0,327.0,24.0,3.0,1687.0,1321.0,181.0,193.0,33.0,2609.0,2178.0,13.06060606060606,27.0,1868.0,1514.0,13.11111111111111,Z,X,2,3,1,154
189,D_515_766,1,D,515,766,22.0,10.0,1845.0,1496.0,664.0,785.0,25.0,5.0,2185.0,1908.0,423.0,471.0,32.0,2509.0,2281.0,7.125,30.0,2608.0,2379.0,7.633333333333334,Z,Z,4,13,1,136
190,D_518_848,1,D,518,848,27.0,3.0,2248.0,1601.0,207.0,245.0,19.0,7.0,1425.0,1212.0,392.0,488.0,30.0,2455.0,1846.0,20.3,26.0,1817.0,1700.0,4.5,Y,Y,1,16,1,136
191,D_559_820,1,D,559,820,28.0,2.0,2213.0,1691.0,113.0,132.0,16.0,10.0,1253.0,1111.0,758.0,860.0,30.0,2326.0,1823.0,16.766666666666666,26.0,2011.0,1971.0,1.5384615384615385,Z,Z,1,16,1,136
192,D_562_651,1,D,562,651,21.0,8.0,1647.0,1353.0,585.0,642.0,19.0,10.0,1629.0,1296.0,619.0,735.0,29.0,2232.0,1995.0,8.172413793103448,29.0,2248.0,2031.0,7.482758620689655,Y,Y,10,7,1,136
193,D_574_810,1,D,574,810,23.0,5.0,1522.0,1209.0,276.0,313.0,22.0,8.0,1808.0,1522.0,531.0,615.0,28.0,1798.0,1522.0,9.857142857142858,30.0,2339.0,2137.0,6.733333333333333,Y,Y,12,5,1,136
194,D_592_728,1,D,592,728,20.0,8.0,1715.0,1289.0,544.0,679.0,21.0,5.0,1575.0,1242.0,285.0,323.0,28.0,2259.0,1968.0,10.392857142857142,26.0,1860.0,1565.0,11.346153846153847,Z,Z,6,11,1,136
195,D_607_673,1,D,607,673,24.0,6.0,1971.0,1497.0,398.0,452.0,17.0,10.0,1258.0,1055.0,607.0,697.0,30.0,2369.0,1949.0,14.0,27.0,1865.0,1752.0,4.185185185185185,Z,Z,10,7,1,136
196,D_599_625,0,D,599,625,20.0,8.0,1645.0,1374.0,572.0,663.0,22.0,10.0,1738.0,1424.0,658.0,768.0,28.0,2217.0,2037.0,6.428571428571429,32.0,2396.0,2192.0,6.375,Y,Y,11,6,0,136
197,D_628_805,1,D,628,805,18.0,9.0,1364.0,1163.0,626.0,722.0,20.0,11.0,1605.0,1311.0,699.0,869.0,27.0,1990.0,1885.0,3.888888888888889,31.0,2304.0,2180.0,4.0,Z,Z,5,12,1,136
198,D_662_826,1,D,662,826,25.0,5.0,2189.0,1577.0,383.0,451.0,21.0,8.0,1621.0,1298.0,475.0,544.0,30.0,2572.0,2028.0,18.133333333333333,29.0,2096.0,1842.0,8.758620689655173,Y,Y,2,15,1,136
199,D_676_701,0,D,676,701,20.0,8.0,1501.0,1158.0,521.0,615.0,23.0,8.0,1909.0,1530.0,444.0,565.0,28.0,2022.0,1773.0,8.892857142857142,31.0,2353.0,2095.0,8.32258064516129,Z,Z,8,9,0,136
200,D_687_720,0,D,687,720,26.0,5.0,2116.0,1701.0,347.0,384.0,23.0,8.0,1753.0,1394.0,588.0,636.0,31.0,2463.0,2085.0,12.193548387096774,31.0,2341.0,2030.0,10.03225806451613,Y,Y,13,4,0,136
201,D_722_786,1,D,722,786,21.0,10.0,1538.0,1248.0,636.0,693.0,20.0,11.0,1567.0,1158.0,677.0,815.0,31.0,2174.0,1941.0,7.516129032258065,31.0,2244.0,1973.0,8.741935483870968,Y,Y,9,8,1,136
202,D_752_778,0,D,752,778,22.0,5.0,1678.0,1385.0,313.0,330.0,25.0,8.0,2063.0,1577.0,556.0,600.0,27.0,1991.0,1715.0,10.222222222222221,33.0,2619.0,2177.0,13.393939393939394,Y,Y,14,3,0,136
203,D_508_783,0,D,508,783,22.0,6.0,1755.0,1428.0,381.0,472.0,24.0,6.0,1835.0,1406.0,371.0,412.0,28.0,2136.0,1900.0,8.428571428571429,30.0,2206.0,1818.0,12.933333333333334,Z,Z,15,2,0,136
204,D_708_842,0,D,708,842,24.0,9.0,1741.0,1406.0,613.0,724.0,21.0,7.0,1769.0,1501.0,458.0,567.0,33.0,2354.0,2130.0,6.787878787878788,28.0,2227.0,2068.0,5.678571428571429,Z,Z,3,14,0,136
205,D_546_741,1,D,546,741,22.0,10.0,1569.0,1377.0,614.0,688.0,20.0,12.0,1522.0,1281.0,783.0,883.0,32.0,2183.0,2065.0,3.6875,32.0,2305.0,2164.0,4.40625,X,X,5,12,1,137
206,D_549_602,1,D,549,602,26.0,5.0,2027.0,1599.0,287.0,309.0,18.0,10.0,1398.0,1149.0,680.0,747.0,31.0,2314.0,1908.0,13.096774193548388,28.0,2078.0,1896.0,6.5,W,W,3,14,1,137
207,D_577_593,1,D,577,593,32.0,1.0,3005.0,2164.0,75.0,77.0,12.0,18.0,902.0,795.0,1292.0,1508.0,33.0,3080.0,2241.0,25.424242424242426,30.0,2194.0,2303.0,-3.6333333333333333,W,W,1,16,1,137
208,D_587_636,0,D,587,636,21.0,9.0,1606.0,1400.0,613.0,731.0,21.0,9.0,1531.0,1244.0,575.0,651.0,30.0,2219.0,2131.0,2.933333333333333,30.0,2106.0,1895.0,7.033333333333333,X,X,11,6,0,137
209,D_640_702,1,D,640,702,25.0,8.0,1999.0,1508.0,493.0,548.0,21.0,8.0,1529.0,1300.0,450.0,566.0,33.0,2492.0,2056.0,13.212121212121213,29.0,1979.0,1866.0,3.896551724137931,X,X,3,14,1,137
210,D_642_668,0,D,642,668,20.0,7.0,1501.0,1275.0,441.0,519.0,22.0,6.0,1667.0,1420.0,373.0,403.0,27.0,1942.0,1794.0,5.481481481481482,28.0,2040.0,1823.0,7.75,W,W,15,2,0,137
211,D_669_840,1,D,669,840,22.0,7.0,1591.0,1292.0,404.0,467.0,16.0,11.0,1287.0,1092.0,726.0,875.0,29.0,1995.0,1759.0,8.137931034482758,27.0,2013.0,1967.0,1.7037037037037037,X,X,10,7,1,137
212,D_671_686,1,D,671,686,29.0,4.0,2142.0,1682.0,245.0,281.0,15.0,14.0,1078.0,966.0,918.0,1037.0,33.0,2387.0,1963.0,12.848484848484848,29.0,1996.0,2003.0,-0.2413793103448276,X,X,1,16,1,137
213,D_674_829,1,D,674,829,18.0,12.0,1520.0,1109.0,781.0,893.0,20.0,10.0,1565.0,1294.0,698.0,839.0,30.0,2301.0,2002.0,9.966666666666667,30.0,2263.0,2133.0,4.333333333333333,X,X,9,8,1,137
214,D_678_849,1,D,678,849,20.0,10.0,1563.0,1276.0,666.0,736.0,22.0,9.0,1478.0,1170.0,477.0,553.0,30.0,2229.0,2012.0,7.233333333333333,31.0,1955.0,1723.0,7.483870967741935,W,W,12,5,1,137
215,D_511_721,0,D,511,721,22.0,6.0,1868.0,1622.0,455.0,498.0,19.0,10.0,1430.0,1097.0,624.0,697.0,28.0,2323.0,2120.0,7.25,29.0,2054.0,1794.0,8.96551724137931,X,X,4,13,0,137
216,D_738_793,1,D,738,793,19.0,12.0,1413.0,1183.0,729.0,856.0,19.0,12.0,1396.0,1205.0,739.0,813.0,31.0,2142.0,2039.0,3.3225806451612905,31.0,2135.0,2018.0,3.774193548387097,W,W,10,7,1,137
217,D_639_789,0,D,639,789,21.0,6.0,1486.0,1305.0,387.0,435.0,21.0,10.0,1473.0,1158.0,592.0,642.0,27.0,1873.0,1740.0,4.925925925925926,31.0,2065.0,1800.0,8.548387096774194,W,W,11,6,0,137
218,D_570_790,0,D,570,790,25.0,5.0,2025.0,1673.0,317.0,364.0,20.0,8.0,1554.0,1218.0,511.0,598.0,30.0,2342.0,2037.0,10.166666666666666,28.0,2065.0,1816.0,8.892857142857142,W,W,13,4,0,137
219,D_554_802,0,D,554,802,25.0,2.0,1858.0,1464.0,107.0,139.0,22.0,9.0,1675.0,1339.0,526.0,623.0,27.0,1965.0,1603.0,13.407407407407407,31.0,2201.0,1962.0,7.709677419354839,W,W,8,9,0,137
220,D_516_821,0,D,516,821,18.0,11.0,1375.0,1128.0,773.0,853.0,25.0,4.0,1830.0,1350.0,234.0,257.0,29.0,2148.0,1981.0,5.758620689655173,29.0,2064.0,1607.0,15.758620689655173,X,X,15,2,0,137
